id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2817,"Fall ",2022,"University of California, San Diego",Computer Science,DJ Sanghvi College of Engineering,Information Technology,9.82 / 10,"317 (153, 164, 4)",TOEFL 110,1,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2818,"Fall ",2022,"University of North Carolina, Chapel Hill",Computer Science,Netaji Subhas Institute of Technology,Instrumentation Engineering,8.74 / 10,"317 (152, 165, 4)",TOEFL 110,2,16 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2819,"Fall ",2022,University of Arizona,Electrical & Computer Engineering,Univ of Myongji,Mechanical Engineering,3.6 / 4,"313 (149, 164, 3)",,,22 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2820,"Fall ",2022,Imperial College London,Artificial Intelligence,Delhi Technological University,Biotechnology,7.4 / 10,"322 (157, 165, 4)",TOEFL 105,3,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2821,"Fall ",2022,New Jersey Institute of Technology,Computer Science,Vellore Institute of Technology,Computer Science,08-Oct,"301 (143, 158, 3.5)",IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2822,"Fall ",2022,University of South Florida,Business Analytics & Information Systems,,ECE,08-Oct,"321 (154, 167, 4)",IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2823,"Fall ",2022,"University of Texas, Dallas",Computer Science,"College of Engineering (COEP), Pune",Computer Science,8.13 / 10,"312 (143, 169, 3)",TOEFL 100,1,30 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2824,"Fall ",2022,University of Southern California,Computer Science,Sardar Patel Institute of Technology,Computer Science,8.98 / 10,,TOEFL 115,,41 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2825,"Fall ",2022,University of Cincinnati,Computer Science,Bal Krishna Institute of Technology,Computational Science,08-Oct,"319 (153, 166, 4)",IELTS 7.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2826,"Fall ",2022,Northeastern University,Mechanical Engineering,Vellore Institute of Technology,Mechanical Engineering,9.6 / 10,"312 (151, 161, 4)",TOEFL 112,0,84 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2827,"Fall ",2022,NYU Tandon School of Engineering,Computer Science,New York University,Computer Science,7.8 / 10,"321 (154, 167, 3)",IELTS 8,2,11,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2828,"Fall ",2022,Imperial College London,Artificial Intelligence,Delhi Technological University,Biotechnology,7.4 / 10,"322 (157, 165, 4)",TOEFL 105,3,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2829,"Fall ",2022,"University of California, San Diego",Computer Science,DJ Sanghvi College of Engineering,Information Technology,9.82 / 10,"317 (153, 164, 4)",TOEFL 110,1,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2830,"Fall ",2022,"University of North Carolina, Chapel Hill",Computer Science,Netaji Subhas Institute of Technology,Instrumentation Engineering,8.74 / 10,"317 (152, 165, 4)",TOEFL 110,2,16,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2831,"Fall ",2022,University of Arizona,Electrical & Computer Engineering,University of Myongji,Mechanical Engineering,3.6 / 4,"313 (149, 164, 3)",,,22,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2832,"Fall ",2022,Arizona State University,Electrical & Computer Engineering,RV College of Engineering,ECE,9.13 / 10,"310 (148, 162, 4)",IELTS 7.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2833,"Fall ",2022,New Jersey Institute of Technology,Computer Science,Vellore Institute of Technology,Computer Science,08-Oct,"301 (143, 158, 3.5)",IELTS 6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2834,"Fall ",2022,University of South Florida,Business Analytics and Information Systems,,ECE,08-Oct,"321 (154, 167, 4)",IELTS 7.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2835,"Fall ",2022,"University of Texas, Dallas",Computer Science,College of Engineering Pune,Computer Science,8.13 / 10,"312 (143, 169, 3)",TOEFL 100,1,30,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2836,"Fall ",2022,University of Southern California,Computer Science,Sardar Patel Institute of Technology,Computer Science,8.98 / 10,,TOEFL 115,,41,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2837,"Fall ",2022,Imperial College London,Artificial Intelligence,Delhi Technological University,Biotechnology,7.4 / 10,"322 (157, 165, 4)",TOEFL,3,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2838,"Fall ",2022,Arizona State University,Robotics,Vasavi College of Engineering,Mechanical Engineering,8.6 / 10,"314 (154, 160, 3.5)",IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2839,"Fall ",2022,"University of Maryland, Baltimore County",Computer Science,Gitam University,Computer Science,8.06 / 10,"319 (152, 167, 3)",IELTS,,5 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2840,"Fall ",2022,NYU Tandon School of Engineering,Computer Science,New York University,Computer Science,7.8 / 10,"321 (154, 167, 3)",IELTS,2,11 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2841,"Fall ",2022,"State University of New York, Stony Brook",Computer Science,Vellore Institute of Technology,Computer Science,8.87 / 10,"313 (148, 165, 3.5)",TOEFL,1,36 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2842,"Fall ",2022,"University of California, San Diego",Computer Science,DJ Sanghvi College of Engineering,Information Technology,9.82 / 10,"317 (153, 164, 4)",TOEFL,1,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2843,"Fall ",2022,"University of North Carolina, Chapel Hill",Computer Science,Netaji Subhas Institute of Technology,Instrumentation Engineering,8.74 / 10,"317 (152, 165, 4)",TOEFL,2,16 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2844,"Fall ",2022,University of Arizona,Electrical & Computer Engineering,Myongji University,Mechanical Engineering,3.6 / 4,"313 (149, 164, 3)",,,22 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2845,"Fall ",2022,Arizona State University,Electrical & Computer Engineering,RV College of Engineering,ECE,9.13 / 10,"310 (148, 162, 4)",IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2846,"Fall ",2022,New Jersey Institute of Technology,Computer Science,Vellore Institute of Technology,Computer Science,08-Oct,"301 (143, 158, 3.5)",IELTS,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2847,"Fall ",2022,"California State University, Long Beach",Computer Science,"Amity University, Noida",Computer Science,7.09/10,"315 (156, 159, 4.5)",TOEFL,0,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2848,"Fall ",2022,The University of Chicago,Data Analytics,IIT Bombay,Chemical Engineering,6.33/10,"316 (153, 163, 3.5)",TOEFL,,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2849,"Fall ",2022,"California State University, Long Beach",Civil Engineering,KL University,Civil Engineering,7.8/10,"316 (150, 166, 2)",IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2850,"Fall ",2022,"University of Massachusetts, Amherst",Computer Science,IIIT (International Institute of Information Technology),Computer Science,0/10,"340 (170, 170, 6)",TOEFL,1,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2851,"Fall ",2022,University of South Florida,Computer Science,KL University,Computer Science,8.32/10,"322 (157, 165, 3)",TOEFL,0,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2852,"Fall ",2022,Northeastern University,Artificial Intelligence,Manipal Institute of Technology,ECE,7.34/10,"333 (165, 168, 4.5)",IELTS,4,5,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2853,"Fall ",2022,Stevens Institute of Technology,Computer Science,IIIT (International Institute of Information Technology),Information Technology,8.3/10,"302 (141, 161, 3)",TOEFL,,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2854,"Fall ",2022,"University of Texas, Dallas",Computer Science,NIT Rourkela,Mechanical Engineering,7.85/10,"318 (153, 165, 3.5)",IELTS,,24,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2855,"Fall ",2022,"University of Massachusetts, Amherst",Business Analytics,University of Petroleum and Energy Studies,Petroleum Engineering,7.92/10,"325 (159, 166, 4)",IELTS,1,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2856,"Fall ",2022,"University of Texas, Dallas",Computer Science,"University College of Engineering, Osmania University",Computer Science,7.5/10,"309 (164, 145, 3)",TOEFL,,15,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2857,"Fall ",2022,"California State University, Long Beach",Computer Science,"Amity University, Noida",Computer Science,7.09/10,"315 (156, 159, 4.5)",TOEFL,0,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2858,"Fall ",2022,The University of Chicago,Data Analytics,IIT Bombay,Chemical Engineering,6.33/10,"316 (153, 163, 3.5)",TOEFL,,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2859,"Fall ",2022,"California State University, Long Beach",Civil Engineering,KL University,Civil Engineering,7.8/10,"316 (150, 166, 2)",IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2860,"Fall ",2022,"University of Massachusetts, Amherst",Computer Science,IIIT (International Institute of Information Technology),Computer Science,0/10,"340 (170, 170, 6)",TOEFL,1,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2861,"Fall ",2022,University of South Florida,Computer Science,KL University,Computer Science,8.32/10,"322 (157, 165, 3)",TOEFL,0,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2862,"Fall ",2022,Northeastern University,Artificial Intelligence,Manipal Institute of Technology,ECE,7.34/10,"333 (165, 168, 4.5)",IELTS,4,5,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2863,"Fall ",2022,Stevens Institute of Technology,Computer Science,IIIT (International Institute of Information Technology),Information Technology,8.3/10,"302 (141, 161, 3)",TOEFL,,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2864,"Fall ",2022,"University of Texas, Dallas",Computer Science,NIT Rourkela,Mechanical Engineering,7.85/10,"318 (153, 165, 3.5)",IELTS,,24,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2865,"Fall ",2022,"University of Massachusetts, Amherst",Business Analytics,University of Petroleum and Energy Studies,Petroleum Engineering,7.92/10,"325 (159, 166, 4)",IELTS,1,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2866,"Fall ",2022,"University of Texas, Dallas",Computer Science,"University College of Engineering, Osmania University",Computer Science,7.5/10,"309 (164, 145, 3)",TOEFL,,15,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2867,"Fall ",2022,"California State University, Long Beach",Computer Science,"Amity University, Noida",Computer Science,7.09/10,"315 (156, 159, 4.5)",TOEFL,0,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2868,"Fall ",2022,The University of Chicago,Data Analytics,IIT Bombay,Chemical Engineering,6.33/10,"316 (153, 163, 3.5)",TOEFL,,40,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2869,"Fall ",2022,"California State University, Long Beach",Civil Engineering,KL University,Civil Engineering,7.8/10,"316 (150, 166, 2)",IELTS,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2870,"Fall ",2022,"University of Massachusetts, Amherst",Computer Science,IIIT (International Institute of Information Technology),Computer Science,0/10,"340 (170, 170, 6)",TOEFL,1,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2871,"Fall ",2022,University of South Florida,Computer Science,KL University,Computer Science,8.32/10,"322 (157, 165, 3)",TOEFL,0,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2872,"Fall ",2022,Northeastern University,Artificial Intelligence,Manipal Institute of Technology,ECE,7.34/10,"333 (165, 168, 4.5)",IELTS,4,5,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2873,"Fall ",2022,Stevens Institute of Technology,Computer Science,IIIT (International Institute of Information Technology),Information Technology,8.3/10,"302 (141, 161, 3)",TOEFL,,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2874,"Fall ",2022,"University of Texas, Dallas",Computer Science,NIT Rourkela,Mechanical Engineering,7.85/10,"318 (153, 165, 3.5)",IELTS,,24,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2875,"Fall ",2022,"University of Massachusetts, Amherst",Business Analytics,University of Petroleum and Energy Studies,Petroleum Engineering,7.92/10,"325 (159, 166, 4)",IELTS,1,13,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2876,"Fall ",2022,"University of Texas, Dallas",Computer Science,"University College of Engineering, Osmania University",Computer Science,7.5/10,"309 (164, 145, 3)",TOEFL,,15,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2877,Spring,2022,Information Systems,Electronics Engineering,Vivekanand Institute of Technology,7.12 / 10,"299 (143, 156, 4)",TOEFL,90,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2878,Spring,2022,Computer Science,Computer Science,Nitte Meenakshi Institute of Technology,8.87 / 10,"307 (150, 157, 2.5)",TOEFL,92,,43 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2879,Spring,2022,Cyber Security,Computer Science,St. Martin’s Engineering College,64 / 100,,IELTS,6.5,,23 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2880,Spring,2022,Computer Science,ECE,Bapatla Engineering College,9.05 / 10,"322 (155, 167, 3)",IELTS,6,0,4 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2881,Spring,2022,Computer Science,Premedicine,Medical University,100 / 100,"292 (143, 149, 3)",TOEFL,98,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2882,Spring,2022,Supply Chain Management,Mechanical Engineering,Bangalore Institute of Technology,47 / 100,"295 (141, 154, 4)",IELTS,7.5,1,47 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2883,Spring,2022,Computer Science,Computer Science,"Bharath University, Selaiyur, Tambaram",8.5 / 10,,IELTS,6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2884,Spring,2022,Computer Science,Computer Science,Jaypee University of Information Technology,07-Oct,"324 (160, 164, 4)",IELTS,8,,14 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2885,Spring,2022,Information Systems,Civil Engineering,KL University,7.98 / 10,"327 (159, 168, 2)",IELTS,6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2886,Spring,2022,Information Systems,Computer Science,Auroras Engineering College,65 / 100,"325 (161, 164, 2)",IELTS,7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2887,Spring,2022,Missouri University of Science and Technology,GITAM University,Computer Science,ECE,7.33/10,,7,0,30,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2888,Spring,2022,Drexel University,Information Systems,Vivekanand Institute of Technology,Electronics Engineering,7.12/10,299,90,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2889,Spring,2022,Cleveland State University,Information Systems,Auroras Engineering College,Computer Science,65/100,325,7,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2890,Spring,2022,"University of Texas, Arlington",Information Systems,KL University,Civil Engineering,7.98/10,327,6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2891,Spring,2022,University of Victoria,Computer Science,Jaypee University of Information Technology,Computer Science,10-07-2026 00:00,324,8,,14,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2892,Spring,2022,"University of Dayton, Ohio",Computer Science,Bharath University,Computer Science,8.5/10,,6.5,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2893,Spring,2022,Case Western Reserve University,Supply Chain Management,Bangalore Institute of Technology,Mechanical Engineering,47/100,295,7.5,1,47,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2894,Spring,2022,"New York Institute of Technology, Old Westbury",Computer Science,Medical University,Premedicine,100/100,292,98,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2895,Spring,2022,University of Missouri–St. Louis,Computer Science,Bapatla Engineering College,ECE,9.05/10,322,6,0,4,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2896,Spring,2022,University of North Texas,Cyber Security,St. Martin’s Engineering College,Computer Science,64/100,,6.5,,23,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2897,Spring,2022,Missouri University of Science and Technology,Computer Science,Gitam University,ECE,7.33 / 10,,IELTS 7,0,30 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2898,Spring,2022,Northeastern University,Information Systems,"SVCE, Bangalore",Information Technology,6.5 / 10,,IELTS 7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2899,Spring,2022,Cleveland State University,Information Systems,Auroras Engineering College,Computer Science,65 / 100,"325 (161, 164, 2)",IELTS 7,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2900,Spring,2022,"University of Texas, Arlington",Information Systems,KL University,Civil Engineering,7.98 / 10,"327 (159, 168, 2)",IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2901,Spring,2022,University of Victoria,Computer Science,Jaypee University of Information Technology,Computer Science,07-Oct,"324 (160, 164, 4)",IELTS 8,,14 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2902,Spring,2022,"University of Dayton, Ohio",Computer Science,"Bharath University, Selaiyur, Tambaram",Computer Science,8.5 / 10,,IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2903,Spring,2022,Case Western Reserve University,Supply Chain Management,Bangalore Institute of Technology,Mechanical Engineering,47 / 100,"295 (141, 154, 4)",IELTS 7.5,1,47 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2904,Spring,2022,"New York Institute of Technology, Old Westbury",Computer Science,Medical University,Premedicine,100 / 100,"292 (143, 149, 3)",TOEFL 98,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2905,Spring,2022,University of Missouri–St. Louis,Computer Science,Bapatla Engineering College,ECE,9.05 / 10,"322 (155, 167, 3)",IELTS 6,0,4 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2906,Spring,2022,University of North Texas,Cyber Security,St. Martin’s Engineering College,Computer Science,64 / 100,,IELTS 6.5,,23 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2907,Spring,2022,Cleveland State University,Information Systems,Auroras Engineering College,Computer Science,65/100,"325 (161,164,2)",IELTS 7,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2908,Spring,2022,Drexel University,Information Systems,Vivekanand Institute of Technology,Electronics Engineering,7.12/10,"299 (143,156,4)",TOEFL 90,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2909,Spring,2022,Missouri University of Science and Technology,Computer Science,Gitam University,ECE,7.33/10,,IELTS 7,0,30,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2910,Spring,2022,SUNY Stony Brook,Computer Science,BIT Mesra,Computer Science,7.87/10,"316 (153,163,4)",TOEFL 110,,31,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2911,Spring,2022,Rutgers University Newark,Information Technology and Analytics,KIIT University,EEE,7.89/10,"310 (149,161,4)",TOEFL 99,,125,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2912,Spring,2022,University of North Texas,Information Science,AKTU Lucknow,EEE,63.5/100,"308 (145,163,2.5)",,0,48,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2913,Spring,2022,University of North Texas,Computer Science,VIT,Computer Science,8.41/10,"302 (145,157,4)",IELTS 7,,42,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2914,Spring,2022,University of Massachusetts Amherst,Computer Science,"Cummins College of Engineering for Women, Pune",Computer Science,8.29/10,"315 (152,163,4)",IELTS 8,,21,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2915,Spring,2022,Kennesaw State University,Computer Science,MLR Institute of Technology,Biomedical Informatics,7.76/10,"293 (132,161,3)",IELTS 6,,0,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2916,Spring,2022,University of Texas Dallas,Computer Science,NIT Nagpur,Computer Science,7.65/10,"316 (146,170,3.5)",TOEFL 102,,30,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2917,Spring,2022,University of North Texas,Information Science,"AKTU, Lucknow",EEE,63.5 / 100,308 (145/163/2.5),,48,48 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2918,Spring,2022,University of North Texas,Computer Science,Vellore Institute of Technology,Computer Science,8.41 / 10,302 (145/157/4),7,,42 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2919,Spring,2022,"University of Massachusetts, Amherst",Computer Science,"Cummins College of Engineering for Women, Pune",Computer Science,8.29 / 10,315 (152/163/4),8,,21 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2920,Spring,2022,Kennesaw State University,Computer Science,"MLR Institute of Technology, Hyderabad",Biomedical Informatics,7.76 / 10,293 (132/161/3),6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2921,Spring,2022,"University of Texas, Dallas",Computer Science,NIT Nagpur,Computer Science,7.65 / 10,316 (146/170/3.5),,102,30 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2922,Spring,2022,The University of Manchester,MBA,St. Philomena’s College,Commerce,08-Oct,,6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2923,Spring,2022,Wright State University,Cyber Security,Mallareddy Engineering College,Information Technology,7.75 / 10,,6,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2924,Spring,2022,"University of Texas, Dallas",Computer Science,"CSPIT, CHARUSAT",Information Technology,7.51 / 10,318 (153/165/3),7,,34 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2925,Spring,2022,"Missouri State University, Springfield",Computer Science,Velagapudi Ramakrishna Siddhartha Engineering College,Information Technology,07-Oct,317 (152/165/3),,0,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2926,Spring,2022,Carleton University,Data Science,Vellore Institute of Technology,ECE,8.33 / 10,,7.5,,51 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2927,Spring,2022,The University of Manchester,MBA,St. Philomena’s College,Commerce,10-08-2026 00:00,"NA (NA, NA, NA)",IELTS 6,0,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2928,Spring,2022,Wright State University,Cyber Security,Mallareddy Engineering College,Information Technology,7.75/10,"NA (NA, NA, NA)",IELTS 6,,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2929,Spring,2022,"University of Texas, Dallas",Computer Science,"CSPIT, CHARUSAT",Information Technology,7.51/10,"318 (153, 165, 3)",IELTS 7,,Rejected,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2930,Spring,2022,"Missouri State University, Springfield",Computer Science,Velagapudi Ramakrishna Siddhartha Engineering College,Information Technology,10-07-2026 00:00,"317 (152, 165, 3)",TOEFL NA,0,Rejected,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2931,Spring,2022,Carleton University,Data Science,Vellore Institute of Technology,ECE,8.33/10,"NA (NA, NA, NA)",IELTS 7.5,,Rejected,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2932,Spring,2022,Northeastern University,Information Systems,MVGR College of Engineering,ECE,60.69/100,"293 (146, 147, 2)",IELTS 6.5,0,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2933,Spring,2022,"University of Texas, Austin",Electrical & Computer Engineering,SRM University,EEE,8.39/10,"302 (143, 159, 3)",TOEFL 87,1,Rejected,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2934,Spring,2022,San Jose State University,Electrical Engineering,Gayatri Vidya Parishad College of Engineering,ECE,8.3/10,"NA (NA, NA, NA)",IELTS 7,,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2935,Spring,2022,"California State University, Fresno",Computer Science,Sumathi Reddy Institute of Technology for Women,Computer Science,7.56/10,"289 (138, 151, 3)",IELTS 6.5,,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2936,Spring,2022,North Carolina State University,Computer Engineering,IIITDM Kancheepuram,ECE,8.03/10,"322 (167, 155, 3)",TOEFL 104,,Admitted,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2937,Spring,2022,Arizona State University,Computer Science,JECRC University,Computer Science,8.65 / 10,"310 (146, 164, 3)",IELTS 7.5,,17 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,Yes
2938,Spring,2022,North Carolina State University,Computer Engineering,IIITDM Kancheepuram,ECE,8.03 / 10,"322 (167, 155, 3)",TOEFL 104,,55 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2939,Spring,2022,"California State University, Fresno",Computer Science,Sumathi Reddy Institute of Technology for Women,Computer Science,7.56 / 10,"289 (138, 151, 3)",IELTS 6.5,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
2940,Spring,2022,Drexel University,Information Systems,Vivekanand Institute of Technology,Electronics Engineering,7.12 / 10,"299 (143, 156, 4)",TOEFL 90,,0 months,2026-01-22 06:13:44.194741+00,2026-01-22 06:13:44.194741+00,no
